"Region, subregion, country or area","Location code of origin","Origin Latitude","Origin Longitude","Total Population (2000)","Total Population (2005)","Total Population (2010)","Total Population (2015)","Total Population (2020)","Destination","Location code of destination","Destination Latitude","Destination Longitude","Total Migrants (2000)","Total Migrants (2005)","Total Migrants (2010)","Total Migrants (2015)","Total Migrants (2020)","Total Migrants (2000-2020)","Proportion of Emigration per Population (%) (2000)","Proportion of Emigration per Population (%) (2005)","Proportion of Emigration per Population (%) (2010)","Proportion of Emigration per Population (%) (2015)","Proportion of Emigration per Population (%) (2020)","Number of Emigration per Population ( '000s) (2000)","Number of Emigration per Population ( '000s) (2005)","Number of Emigration per Population ( '000s) (2010)","Number of Emigration per Population ( '000s) (2015)","Number of Emigration per Population ( '000s) (2020)"
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Iceland","352",64.963051,-19.020835,220,355,480,613,916,2584,0.00027847698707950325,0.00042697985899922295,0.0005491298968143739,0.0006649210374269408,0.0009477625070635984,0.002784769870795032,0.0042697985899922295,0.005491298968143739,0.006649210374269408,0.009477625070635985
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Ireland","372",53.41291,-8.24389,19,19,16,16,16,86,0.005689883387337314,0.005181106957135884,0.004039863351622132,0.003796534238806749,0.0036221631105325712,0.05689883387337315,0.05181106957135884,0.04039863351622131,0.037965342388067494,0.03622163110532571
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Ireland","372",53.41291,-8.24389,12,13,11,11,11,58,0.00009901936992159563,0.00009813851617432209,0.00007658283491831953,0.00007134738829317784,0.00006708601524926114,0.0009901936992159563,0.0009813851617432208,0.0007658283491831954,0.0007134738829317784,0.0006708601524926113
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Ireland","372",53.41291,-8.24389,148,149,125,128,145,695,0.00006913548195916371,0.00006512091354030047,0.000051226112787204476,0.00004940330647839067,0.00005333667429356587,0.0006913548195916372,0.0006512091354030047,0.0005122611278720447,0.0004940330647839067,0.0005333667429356587
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Ireland","372",53.41291,-8.24389,39,39,33,34,37,182,0.0007181192346763943,0.0006663283768753299,0.0005218696597314934,0.0005009267882239184,0.0005055059848493025,0.0071811923467639425,0.0066632837687533,0.005218696597314934,0.005009267882239184,0.005055059848493025
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Ireland","372",53.41291,-8.24389,2197,3430,4098,4186,4798,18709,0.009575008226139292,0.013231219691634662,0.014269929612475304,0.013473309409465107,0.014451810275984096,0.09575008226139292,0.1323121969163466,0.14269929612475304,0.13473309409465106,0.14451810275984092
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Ireland","372",53.41291,-8.24389,76,76,63,64,72,351,0.00016689236663301589,0.00015924744351802244,0.00012755363387345075,0.0001243105885292521,0.00013477291269609133,0.001668923666330159,0.0015924744351802245,0.0012755363387345077,0.001243105885292521,0.0013477291269609131
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Ireland","372",53.41291,-8.24389,6214,11553,14989,15312,17557,65625,0.007970935920383922,0.013393035690996825,0.015838464358964334,0.014861493876160915,0.015649208581185632,0.07970935920383922,0.13393035690996827,0.15838464358964335,0.14861493876160914,0.15649208581185634
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Ireland","372",53.41291,-8.24389,252,252,211,216,246,1177,0.0062166932027367255,0.005800254428620849,0.004086304296042094,0.003822996670099104,0.004162528814090465,0.06216693202736727,0.0580025442862085,0.040863042960420946,0.03822996670099104,0.041625288140904645
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Ireland","372",53.41291,-8.24389,624,626,524,535,612,2921,0.0009894301743190448,0.0009510590483089379,0.0007675351497775268,0.000761084841513044,0.0008562354873681203,0.009894301743190448,0.00951059048308938,0.0076753514977752684,0.007610848415130441,0.008562354873681201
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Ireland","372",53.41291,-8.24389,5,4,3,3,2,17,0.0005692426795391411,0.000412663401811386,0.0002756121805884504,0.000248794796539762,0.00015384674556440602,0.005692426795391411,0.00412663401811386,0.0027561218058845035,0.0024879479653976194,0.0015384674556440602
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Ireland","372",53.41291,-8.24389,740,742,622,635,727,3466,0.0009366953201765108,0.0008924480433166856,0.0007115808246219595,0.0006887844351812519,0.0007522088893397774,0.009366953201765107,0.008924480433166857,0.0071158082462195954,0.006887844351812519,0.007522088893397774
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Latvia","428",56.879635,24.603189,3,3,3,3,3,15,0.000001401394904577643,0.000001311159333026184,0.0000012294267068929075,0.0000011578899955872814,0.0000011035173991772247,0.000014013949045776429,0.00001311159333026184,0.000012294267068929075,0.000011578899955872813,0.000011035173991772248
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Latvia","428",56.879635,24.603189,14,9,4,7,8,42,0.000061015072902116565,0.00003471748607134459,0.000013928677025354127,0.000022530617741580446,0.00002409639062273296,0.0006101507290211657,0.0003471748607134459,0.00013928677025354128,0.00022530617741580445,0.0002409639062273296
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Latvia","428",56.879635,24.603189,2,3,5,108,99,217,0.0000025654766399690767,0.0000034778072425335827,0.000005283362585550849,0.00010482244896978701,0.00008824239047316613,0.00002565476639969077,0.00003477807242533583,0.00005283362585550849,0.00104822448969787,0.0008824239047316612
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Latvia","428",56.879635,24.603189,3,4,5,4,1,17,0.00007400825241353246,0.00009206753061302936,0.00009683185535644773,0.0000707962346314649,0.000016920848837766116,0.0007400825241353246,0.0009206753061302936,0.0009683185535644774,0.0007079623463146489,0.00016920848837766118
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Latvia","428",56.879635,24.603189,2,7,13,8,29,59,0.000003171250558714888,0.000010634845588119116,0.000019041902570816506,0.000011380707910475425,0.00004057325021842399,0.00003171250558714887,0.00010634845588119115,0.00019041902570816506,0.00011380707910475426,0.0004057325021842399
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Latvia","428",56.879635,24.603189,7,8,10,7,83,115,0.000008860631407075103,0.000009622081329559954,0.00001144020618363279,0.00000759289928546262,0.00008587804376231295,0.00008860631407075103,0.00009622081329559954,0.0001144020618363279,0.0000759289928546262,0.0008587804376231296
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Lithuania","440",55.169438,23.881275,0,0,0,5,4,9,0,0,0,0.000032430631042353564,0.000024394914636094958,0,0,0,0.0003243063104235356,0.0002439491463609496
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Lithuania","440",55.169438,23.881275,0,0,0,2,10,12,0,0,0,0.0000007719266637248542,0.0000036783913305907495,0,0,0,0.000007719266637248542,0.000036783913305907495
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Lithuania","440",55.169438,23.881275,0,0,0,0,3,3,0,0,0,0,0.000040986971744538044,0,0,0,0,0.0004098697174453804
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Lithuania","440",55.169438,23.881275,0,0,0,1,11,12,0,0,0,0.000003218659677368635,0.000033132537106257826,0,0,0,0.00003218659677368635,0.0003313253710625782
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Lithuania","440",55.169438,23.881275,0,0,0,0,58,58,0,0,0,0,0.00005169756209539025,0,0,0,0,0.0005169756209539026
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Lithuania","440",55.169438,23.881275,0,0,0,10,5,15,0,0,0,0.00017699058657866224,0.00008460424418883058,0,0,0,0.0017699058657866223,0.0008460424418883059
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Lithuania","440",55.169438,23.881275,0,0,0,2,20,22,0,0,0,0.0000028451769776188564,0.00002798155187477517,0,0,0,0.000028451769776188564,0.00027981551874775167
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Lithuania","440",55.169438,23.881275,57,52,40,35,40,224,0.00007215085574332583,0.00006254352864213971,0.00004576082473453116,0.0000379644964273131,0.00004138700904207853,0.0007215085574332583,0.000625435286421397,0.0004576082473453116,0.000379644964273131,0.0004138700904207853
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Norway","578",60.472024,8.468946,21,22,29,34,34,140,0.006288818480741243,0.005999176476683655,0.007322252324815113,0.008067635257464343,0.007697096609881713,0.06288818480741243,0.059991764766836556,0.07322252324815114,0.08067635257464342,0.07697096609881714
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Norway","578",60.472024,8.468946,173,222,328,405,472,1600,0.0014275292497030038,0.0016759038915922697,0.002283560895746255,0.0026268811144306388,0.0028785999270592054,0.014275292497030037,0.016759038915922696,0.022835608957462554,0.026268811144306386,0.028785999270592052
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Norway","578",60.472024,8.468946,573,854,1244,1526,1711,5908,0.0002676664267743298,0.00037324335680145377,0.000509802274458259,0.0005889800444220637,0.0006293727566640772,0.002676664267743298,0.003732433568014537,0.00509802274458259,0.005889800444220637,0.006293727566640772
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Norway","578",60.472024,8.468946,50,53,84,99,130,416,0.0009206656854825568,0.0009055231788305767,0.0013283954974983468,0.0014585809421814094,0.001776102108929982,0.009206656854825569,0.009055231788305767,0.013283954974983466,0.014585809421814094,0.017761021089299816
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Norway","578",60.472024,8.468946,304,366,590,836,934,3030,0.0013248987258745312,0.0014118444335680133,0.0020544798612397337,0.0026907994902801787,0.0028132536052040734,0.013248987258745312,0.014118444335680132,0.020544798612397337,0.02690799490280179,0.028132536052040732
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Norway","578",60.472024,8.468946,56,510,2428,3109,3258,9361,0.00012297332278222222,0.0010686341604498875,0.004915876556265689,0.0060387753083975745,0.006098474299498132,0.0012297332278222222,0.010686341604498875,0.0491587655626569,0.060387753083975745,0.06098474299498132
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Norway","578",60.472024,8.468946,5698,7939,13124,20512,24388,71661,0.007309042947271899,0.009203437232824704,0.013867770114553868,0.019908500678409918,0.021737933523834095,0.073090429472719,0.09203437232824704,0.13867770114553868,0.19908500678409918,0.21737933523834096
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Norway","578",60.472024,8.468946,365,454,587,764,866,3036,0.009004337376979782,0.01044966472457883,0.011368059818846964,0.013522080814609795,0.014653455093505458,0.09004337376979783,0.10449664724578832,0.11368059818846965,0.13522080814609794,0.14653455093505457
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Norway","578",60.472024,8.468946,3584,7206,13026,18017,22304,64137,0.005682881001217078,0.010947813901140906,0.01907998637595814,0.02563077680287947,0.03120502665074927,0.05682881001217078,0.10947813901140906,0.19079986375958138,0.2563077680287947,0.3120502665074927
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Norway","578",60.472024,8.468946,0,0,14,15,8,37,0,0,0.001286190176079435,0.0012439739826988097,0.0006153869822576241,0,0,0.01286190176079435,0.012439739826988098,0.006153869822576241
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Norway","578",60.472024,8.468946,11177,11993,12919,13682,14596,64367,0.014147896748125489,0.014424702673176566,0.014779602368635202,0.014840864003385653,0.015102119599454455,0.14147896748125488,0.14424702673176565,0.147796023686352,0.1484086400338565,0.15102119599454458
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Sweden","752",60.128161,18.643501,0,3,6,8,9,26,0,0.0008180695195477712,0.0015149487568582992,0.0018982671194033745,0.0020374667496745715,0,0.008180695195477712,0.015149487568582993,0.018982671194033747,0.020374667496745713
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Sweden","752",60.128161,18.643501,324,379,468,557,717,2445,0.002673522987883082,0.0028611152023129286,0.003258251521979413,0.0036127722981181866,0.004372788448520021,0.02673522987883082,0.028611152023129284,0.032582515219794134,0.036127722981181866,0.043727884485200215
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Sweden","752",60.128161,18.643501,1624,1906,2127,2269,2897,10823,0.000758621775011364,0.0008330232295826357,0.0008716635351870713,0.000875750799995847,0.0010656299684721402,0.007586217750113641,0.008330232295826356,0.008716635351870713,0.00875750799995847,0.010656299684721402
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Sweden","752",60.128161,18.643501,362,412,465,479,509,2227,0.006665619562893712,0.007039161314682974,0.007353617932580133,0.007057174457625204,0.0069541228726566215,0.06665619562893711,0.07039161314682972,0.07353617932580134,0.07057174457625204,0.0695412287265662
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Sweden","752",60.128161,18.643501,961,1140,1365,1461,1711,6638,0.004188248932781002,0.004397548235703648,0.004753161034902096,0.004702461788635576,0.005153615544437012,0.04188248932781002,0.04397548235703648,0.04753161034902096,0.04702461788635576,0.05153615544437012
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Sweden","752",60.128161,18.643501,125,438,1342,1442,1556,4903,0.00027449402406746034,0.0009177681613275505,0.0027170948675900148,0.0028008729477997114,0.0029125923910433065,0.0027449402406746035,0.009177681613275505,0.02717094867590015,0.028008729477997114,0.029125923910433067
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Sweden","752",60.128161,18.643501,5460,7137,9226,11458,14878,48159,0.00700375122711558,0.008273703429987393,0.009748860642858426,0.011120885373109441,0.013261316014745108,0.0700375122711558,0.08273703429987393,0.09748860642858426,0.1112088537310944,0.1326131601474511
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Sweden","752",60.128161,18.643501,509,487,738,705,921,3360,0.012556733492829339,0.011209221852136323,0.014292381850611687,0.012477836353795688,0.015584101779582594,0.12556733492829342,0.11209221852136324,0.14292381850611685,0.12477836353795686,0.15584101779582593
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Sweden","752",60.128161,18.643501,10353,18080,28604,36472,43476,136985,0.016415978517187613,0.027468286890456228,0.04189804470274118,0.051884647363857464,0.060826297465386266,0.16415978517187615,0.2746828689045623,0.4189804470274118,0.5188464736385746,0.6082629746538626
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Sweden","752",60.128161,18.643501,0,1,4,4,5,14,0,0.0001031658504528465,0.00036748290745126715,0.0003317263953863493,0.00038461686391101505,0,0.001031658504528465,0.0036748290745126713,0.0033172639538634925,0.0038461686391101507
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Sweden","752",60.128161,18.643501,10898,12180,13942,15907,20245,73172,0.01379473729632921,0.014649618824255028,0.015949935461220834,0.01725432127626484,0.020946999951421998,0.1379473729632921,0.14649618824255028,0.15949935461220835,0.17254321276264842,0.20946999951422
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"United Kingdom","826",55.378051,-3.435973,2692,3736,3944,4720,5326,20418,0.8061666357216869,1.0187692416768244,0.9958263161748554,1.119977600447991,1.2057275454185297,8.061666357216868,10.187692416768243,9.958263161748555,11.19977600447991,12.057275454185296
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"United Kingdom","826",55.378051,-3.435973,680,883,931,1113,1255,4862,0.0056110976288904196,0.006665869983225108,0.006481692664450498,0.0072190584700279024,0.007653904467074794,0.05611097628890419,0.06665869983225108,0.06481692664450499,0.07219058470027903,0.07653904467074793
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"United Kingdom","826",55.378051,-3.435973,6499,7530,7949,9513,10737,42228,0.0030358884949500337,0.003291009925895722,0.0032575709643639073,0.0036716691760072685,0.0039494887716552875,0.03035888494950034,0.03291009925895722,0.03257570964363907,0.03671669176007269,0.03949488771655288
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"United Kingdom","826",55.378051,-3.435973,450,522,550,658,741,2921,0.008285991169343011,0.00891854904433134,0.008697827662191555,0.009694406666215832,0.010123782020900897,0.08285991169343011,0.08918549044331339,0.08697827662191555,0.09694406666215832,0.10123782020900896
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"United Kingdom","826",55.378051,-3.435973,48230,55202,58281,69754,78736,310203,0.21019692614779156,0.21294162956781823,0.20294430642866598,0.22451438713517174,0.2371566765089378,2.1019692614779157,2.1294162956781824,2.0294430642866597,2.2451438713517176,2.371566765089378
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"United Kingdom","826",55.378051,-3.435973,9590,10172,10738,12851,14505,57856,0.02105918152645556,0.02131401309822795,0.021740808262430383,0.024961177706084667,0.027151126370233394,0.2105918152645556,0.21314013098227952,0.21740808262430386,0.24961177706084667,0.27151126370233397
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"United Kingdom","826",55.378051,-3.435973,38793,78153,115812,130438,141722,504918,0.0497612676471602,0.09060035647524237,0.12237535755156297,0.12660028332149145,0.12632210164280858,0.497612676471602,0.9060035647524236,1.22375357551563,1.2660028332149147,1.263221016428086
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"United Kingdom","826",55.378051,-3.435973,39131,38111,40236,48157,54357,219992,0.9653389750646462,0.8771964147982904,0.7792253064244063,0.8523335677868636,0.9197665802744528,9.653389750646463,8.771964147982905,7.792253064244062,8.523335677868637,9.197665802744527
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"United Kingdom","826",55.378051,-3.435973,15716,27756,29304,35073,39589,147438,0.024919686890381584,0.042168682020547736,0.04292337791809284,0.049894446068013076,0.05538808285852371,0.24919686890381584,0.4216868202054774,0.42923377918092837,0.49894446068013076,0.553880828585237
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"United Kingdom","826",55.378051,-3.435973,2293,1956,2064,2470,2787,11570,0.2610546928366501,0.20179240348576774,0.18962118024485386,0.20484104915107068,0.21438543994399978,2.6105469283665013,2.0179240348576775,1.8962118024485384,2.048410491510707,2.143854399439998
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"United Kingdom","826",55.378051,-3.435973,22566,24657,26032,31158,35168,139581,0.028564144047436683,0.029656457417869972,0.029781144737232878,0.033797079419492046,0.03638745834979545,0.2856414404743668,0.29656457417869975,0.2978114473723288,0.33797079419492043,0.3638745834979545
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Andorra","020",42.546245,1.601554,297,392,443,425,457,2014,0.00038097328103540794,0.0004544334796910548,0.00046810592507980515,0.0004124957482607359,0.0004073411358205749,0.003809732810354079,0.004544334796910548,0.004681059250798052,0.004124957482607359,0.00407341135820575
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Croatia","191",45.1,15.2,0,14,27,27,23,91,0,0.000006118743554122193,0.000011064840362036167,0.000010421009960285532,0.000008460300060358723,0,0.00006118743554122193,0.00011064840362036166,0.00010421009960285531,0.00008460300060358724
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Croatia","191",45.1,15.2,0,38,75,75,69,257,0,0.000044052225072092045,0.00007925043878326274,0.00007279336734012986,0.00006150227214796426,0,0.0004405222507209205,0.0007925043878326273,0.0007279336734012986,0.0006150227214796427
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Greece","300",39.074208,21.824312,10,16,22,20,19,87,0.0000825161416013297,0.00012078586606070411,0.00015316566983663907,0.00012972252416941426,0.00011587584452145106,0.000825161416013297,0.001207858660607041,0.0015316566983663907,0.0012972252416941425,0.0011587584452145106
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Greece","300",39.074208,21.824312,259,356,470,442,450,1977,0.0001209870934285365,0.00015559090751910716,0.00019261018407988885,0.00017059579268319277,0.00016552760987658373,0.001209870934285365,0.0015559090751910718,0.0019261018407988884,0.0017059579268319277,0.0016552760987658373
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Greece","300",39.074208,21.824312,6,24,43,40,40,153,0.00011047988225790681,0.00041004823192328,0.0006800119808622488,0.0005893256332046099,0.0005464929565938406,0.0011047988225790682,0.0041004823192328,0.006800119808622489,0.005893256332046099,0.005464929565938405
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Greece","300",39.074208,21.824312,47,56,66,61,61,291,0.00020483631617139136,0.00021601991333281077,0.0002298231709183431,0.00019633824031948675,0.00018373497849833885,0.002048363161713913,0.002160199133328108,0.002298231709183431,0.0019633824031948673,0.0018373497849833882
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Greece","300",39.074208,21.824312,21,21,20,24,95,181,0.00004611499604333334,0.00004400258307734831,0.00004049321710268278,0.000046616470698469536,0.0001778253709184538,0.0004611499604333334,0.0004400258307734831,0.00040493217102682784,0.0004661647069846954,0.0017782537091845382
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Greece","300",39.074208,21.824312,6061,7359,8970,8452,8638,39480,0.007774676957426287,0.008531061165934878,0.009478352478478223,0.008203327210117036,0.007699371403103121,0.07774676957426287,0.08531061165934878,0.09478352478478223,0.08203327210117035,0.07699371403103121
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Greece","300",39.074208,21.824312,70,77,87,81,83,398,0.001726859222982424,0.001772299964300815,0.0016848742832021905,0.0014336237512871642,0.0014044304535345876,0.017268592229824242,0.01772299964300815,0.016848742832021906,0.014336237512871641,0.014044304535345878
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Greece","300",39.074208,21.824312,322,354,400,376,383,1835,0.0005105713399530968,0.0005378193340277381,0.0005859046944866617,0.000534893271792345,0.0005358467184019445,0.005105713399530969,0.005378193340277381,0.005859046944866617,0.00534893271792345,0.005358467184019444
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Greece","300",39.074208,21.824312,6,114,230,215,217,782,0.0006830912154469693,0.011760906951624501,0.021130267178447862,0.017830293752016273,0.016692371893738053,0.006830912154469694,0.11760906951624502,0.2113026717844786,0.17830293752016274,0.16692371893738053
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Greece","300",39.074208,21.824312,224,220,223,209,212,1088,0.0002835402050264033,0.0002646072365628987,0.0002551165978950112,0.00022670227866595537,0.0002193511479230162,0.002835402050264033,0.0026460723656289873,0.002551165978950112,0.0022670227866595535,0.0021935114792301625
"Brunei Darussalam","096",4.535277,114.727669,333926,366717,396053,421437,441725,"Italy","380",41.87194,12.56738,5,19,29,33,36,122,0.0014973377335098196,0.005181106957135884,0.007322252324815113,0.00783035186753892,0.008149866998698286,0.014973377335098195,0.05181106957135884,0.07322252324815114,0.0783035186753892,0.08149866998698285
"Cambodia","116",12.565679,104.990963,12118841,13246583,14363532,15417523,16396860,"Italy","380",41.87194,12.56738,292,807,1299,1315,1385,5098,0.0024094713347588273,0.0060921371194367635,0.00904373659626337,0.008529255964138987,0.00844673919274788,0.02409471334758827,0.060921371194367635,0.09043736596263371,0.08529255964138988,0.08446739192747879
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Italy","380",41.87194,12.56738,1227,2193,3122,3150,3734,13426,0.0005731705159722559,0.0009584574724421404,0.0012794233929732189,0.0012157844953666452,0.0013735113228425858,0.005731705159722559,0.009584574724421405,0.01279423392973219,0.012157844953666452,0.01373511322842586
"Lao People's Democratic Republic","418",19.85627,102.495496,5430853,5852970,6323418,6787419,7319399,"Italy","380",41.87194,12.56738,179,220,268,250,251,1168,0.0032959831540275535,0.0037587754592967332,0.004238214206304249,0.0036832852075288115,0.0034292433026263495,0.032959831540275535,0.03758775459296733,0.04238214206304249,0.036832852075288115,0.034292433026263495
"Malaysia","458",4.210484,101.975766,22945150,25923536,28717731,31068833,33199993,"Italy","380",41.87194,12.56738,339,476,632,608,677,2732,0.0014774364081298226,0.0018361692633288916,0.002200730970005952,0.00195694508384013,0.002039157056448777,0.014774364081298225,0.018361692633288917,0.02200730970005952,0.019569450838401302,0.020391570564487767
"Myanmar","104",21.913965,95.956223,45538332,47724471,49390988,51483949,53423198,"Italy","380",41.87194,12.56738,165,303,385,451,437,1741,0.00036233211176904767,0.0006348944129731684,0.0007794944292266435,0.0008760011785420734,0.0008179967062248876,0.0036233211176904764,0.006348944129731684,0.007794944292266436,0.008760011785420733,0.008179967062248876
"Philippines","608",12.879721,121.774017,77958223,86261250,94636700,103031365,112190977,"Italy","380",41.87194,12.56738,85612,114522,137814,142694,151520,632162,0.10981779305051631,0.132761813676477,0.14562426627302094,0.1384956901230999,0.1350554242878195,1.098177930505163,1.32761813676477,1.4562426627302094,1.3849569012309988,1.3505542428781951
"Singapore","702",1.352083,103.819836,4053602,4344637,5163590,5650018,5909869,"Italy","380",41.87194,12.56738,208,388,581,551,641,2369,0.005131238834004917,0.008930550469463847,0.011251861592419227,0.009752181320484289,0.010846264105008082,0.05131238834004917,0.08930550469463848,0.11251861592419228,0.09752181320484289,0.10846264105008081
"Thailand","764",15.870032,100.992541,63066603,65821360,68270489,70294397,71475664,"Italy","380",41.87194,12.56738,3842,6853,9476,9827,11338,41336,0.006091972323291298,0.010411513830768613,0.013880082212389016,0.01397977707953025,0.015862741757810044,0.06091972323291299,0.10411513830768614,0.13880082212389017,0.1397977707953025,0.15862741757810042
"Timor-Leste","626",-8.874217,125.727539,878360,969313,1088486,1205813,1299995,"Italy","380",41.87194,12.56738,44,62,69,99,77,351,0.0050093355799444425,0.006396282728076483,0.006339080153534359,0.008210228285812145,0.0059230997042296315,0.05009335579944442,0.06396282728076483,0.06339080153534359,0.08210228285812145,0.05923099704229632
"Viet Nam","704",14.058324,108.277199,79001142,83142095,87411012,92191398,96648685,"Italy","380",41.87194,12.56738,2017,3637,4973,5276,6077,21980,0.0025531276497243547,0.004374438724451194,0.0056892145351205865,0.005722876661442969,0.006287721348717781,0.025531276497243544,0.04374438724451194,0.05689214535120586,0.05722876661442969,0.06287721348717781
"Indonesia","360",-0.789275,113.921327,214072421,228805144,244016173,259091970,271857970,"Malta","470",35.937496,14.375416,18,22,18,30,63,151,0.000008408369427465857,0.000009615168442192017,0.000007376560241357445,0.000011578899955872813,0.000023173865382721723,0.00008408369427465857,0.00009615168442192016,0.00007376560241357445,0.00011578899955872812,0.00023173865382721722
